Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome,ProdTaken
46.0,self enquiry,3,9.0,salaried,male,4,4.0,deluxe,4.0,married,2.0,0,5,1,3.0,manager,23483.0,0
28.0,company invited,1,12.0,salaried,male,2,4.0,basic,3.0,married,2.0,1,4,1,0.0,executive,17703.0,0
31.0,self enquiry,2,14.0,small business,female,3,1.0,basic,4.0,single,1.0,0,1,0,2.0,executive,17109.0,0
26.0,self enquiry,1,13.0,small business,female,2,4.0,standard,5.0,married,1.0,1,4,1,1.0,senior manager,17875.0,1
26.0,company invited,1,6.0,small business,female,3,4.0,basic,3.0,married,2.0,0,1,0,0.0,executive,17007.0,0
47.0,self enquiry,1,31.0,small business,male,2,3.0,standard,3.0,single,3.0,0,3,1,0.0,senior manager,23633.0,0
18.0,company invited,1,14.0,small business,male,3,3.0,basic,3.0,single,2.0,0,5,1,0.0,executive,16904.0,1
27.0,company invited,2,28.0,salaried,female,2,4.0,basic,4.0,married,2.0,0,1,1,0.0,executive,17863.0,1
32.0,self enquiry,1,11.0,salaried,male,3,1.0,basic,4.0,married,1.0,1,1,1,2.0,executive,18298.0,0
30.0,self enquiry,3,18.0,large business,female,2,3.0,deluxe,3.0,single,1.0,0,2,1,0.0,manager,21577.0,0
35.0,self enquiry,1,6.0,small business,male,2,4.0,basic,3.0,married,7.0,0,1,1,1.0,executive,17258.0,0
49.0,self enquiry,1,6.0,large business,female,2,4.0,super deluxe,3.0,single,1.0,1,3,0,0.0,avp,28964.0,0
40.0,self enquiry,1,25.0,small business,male,1,3.0,deluxe,3.0,married,1.0,1,1,1,0.0,manager,17741.0,0
35.0,self enquiry,1,12.0,salaried,male,2,5.0,deluxe,3.0,single,2.0,0,5,1,0.0,manager,21646.0,0
35.0,self enquiry,1,10.0,salaried,male,3,3.0,basic,3.0,married,2.0,0,4,1,1.0,executive,16951.0,0
38.0,self enquiry,1,21.0,salaried,female,4,4.0,basic,5.0,married,3.0,0,4,1,1.0,executive,21712.0,0
22.0,self enquiry,1,8.0,large business,male,3,3.0,basic,3.0,divorced,1.0,0,5,1,2.0,executive,17523.0,0
39.0,self enquiry,1,6.0,small business,female,3,3.0,basic,3.0,married,1.0,0,3,0,1.0,executive,17232.0,0
38.0,self enquiry,1,7.0,salaried,female,4,4.0,deluxe,4.0,divorced,8.0,0,2,1,2.0,manager,25125.0,0
52.0,self enquiry,1,14.0,salaried,female,2,3.0,basic,5.0,divorced,1.0,0,1,1,1.0,executive,17950.0,0
35.0,self enquiry,1,17.0,small business,male,2,3.0,basic,3.0,married,1.0,1,5,0,0.0,executive,17660.0,0
47.0,self enquiry,1,8.0,small business,female,2,3.0,super deluxe,3.0,divorced,4.0,0,5,1,0.0,avp,32169.0,0
44.0,self enquiry,1,13.0,small business,female,2,4.0,standard,3.0,divorced,4.0,0,4,1,0.0,senior manager,25248.0,0
42.0,company invited,1,11.0,salaried,male,3,3.0,basic,3.0,married,5.0,0,3,0,1.0,executive,17093.0,0
28.0,company invited,3,7.0,small business,male,4,4.0,deluxe,4.0,married,2.0,1,1,0,2.0,manager,25027.0,0
34.0,self enquiry,3,16.0,small business,female,4,4.0,deluxe,5.0,single,2.0,1,3,0,1.0,manager,26902.0,1
52.0,self enquiry,1,9.0,small business,male,3,6.0,deluxe,4.0,married,7.0,0,2,0,1.0,manager,24160.0,0
41.0,company invited,1,15.0,small business,male,3,3.0,king,3.0,married,3.0,0,4,0,2.0,vp,34419.0,0
43.0,company invited,1,6.0,salaried,female,2,3.0,deluxe,3.0,divorced,5.0,0,2,1,1.0,manager,20562.0,0
55.0,self enquiry,1,6.0,small business,male,2,3.0,king,5.0,single,1.0,1,2,1,0.0,vp,34045.0,0
39.0,company invited,1,16.0,salaried,male,4,4.0,deluxe,5.0,married,6.0,0,3,0,3.0,manager,25571.0,1
28.0,self enquiry,1,12.0,salaried,female,3,4.0,basic,4.0,single,3.0,1,3,0,2.0,executive,21156.0,0
58.0,company invited,1,8.0,salaried,male,2,4.0,basic,3.0,married,1.0,1,1,1,0.0,executive,17380.0,1
43.0,self enquiry,3,15.0,small business,male,3,4.0,deluxe,4.0,divorced,2.0,0,3,0,2.0,manager,25503.0,0
34.0,self enquiry,1,25.0,small business,male,3,3.0,basic,3.0,married,1.0,0,3,0,0.0,executive,17661.0,0
56.0,self enquiry,1,29.0,large business,male,4,5.0,basic,4.0,married,7.0,0,1,1,2.0,executive,22215.0,0
38.0,self enquiry,1,14.0,small business,male,2,4.0,standard,3.0,single,6.0,0,2,0,1.0,senior manager,32342.0,0
35.0,self enquiry,1,9.0,salaried,male,4,5.0,basic,3.0,married,5.0,0,5,1,3.0,executive,21446.0,0
42.0,self enquiry,3,7.0,salaried,female,4,4.0,deluxe,3.0,single,2.0,1,4,0,3.0,manager,24671.0,1
28.0,self enquiry,1,7.0,salaried,female,4,4.0,standard,5.0,married,3.0,0,4,0,3.0,senior manager,26090.0,0
44.0,self enquiry,1,14.0,salaried,male,3,1.0,basic,3.0,divorced,3.0,1,3,1,2.0,executive,17818.0,0
57.0,self enquiry,1,14.0,salaried,male,3,6.0,standard,3.0,single,6.0,0,1,0,1.0,senior manager,25938.0,0
27.0,self enquiry,1,24.0,small business,male,4,6.0,basic,3.0,married,3.0,0,3,0,3.0,executive,20983.0,0
37.0,company invited,1,13.0,salaried,male,4,2.0,deluxe,5.0,married,5.0,1,4,1,2.0,manager,24240.0,0
34.0,company invited,3,25.0,small business,male,3,1.0,deluxe,3.0,single,1.0,1,1,0,0.0,manager,20304.0,1
33.0,company invited,3,14.0,salaried,female,2,4.0,basic,3.0,single,1.0,0,1,0,1.0,executive,17342.0,0
36.0,company invited,1,10.0,salaried,female,3,3.0,deluxe,4.0,married,1.0,0,3,1,1.0,manager,20131.0,0
33.0,self enquiry,1,8.0,salaried,female,2,3.0,basic,5.0,married,1.0,0,3,1,1.0,executive,17707.0,1
27.0,self enquiry,1,14.0,small business,female,3,5.0,standard,5.0,married,2.0,1,4,1,2.0,senior manager,21553.0,1
59.0,self enquiry,1,9.0,small business,female,2,2.0,basic,5.0,divorced,5.0,1,2,1,1.0,executive,17670.0,0
34.0,self enquiry,3,9.0,salaried,female,2,5.0,deluxe,3.0,single,6.0,0,1,1,0.0,manager,21029.0,0
24.0,company invited,1,13.0,salaried,female,2,3.0,basic,3.0,married,2.0,1,4,0,0.0,executive,17886.0,1
26.0,self enquiry,2,31.0,salaried,female,3,3.0,basic,3.0,married,2.0,0,4,1,1.0,executive,17942.0,0
35.0,self enquiry,1,29.0,salaried,male,2,4.0,deluxe,3.0,divorced,4.0,1,4,1,1.0,manager,20916.0,1
54.0,self enquiry,3,9.0,small business,male,3,4.0,super deluxe,3.0,married,8.0,0,3,1,1.0,avp,33530.0,0
34.0,self enquiry,1,26.0,large business,female,2,1.0,basic,3.0,divorced,1.0,0,1,1,0.0,executive,17585.0,0
49.0,self enquiry,1,28.0,salaried,female,3,3.0,super deluxe,4.0,married,4.0,0,4,0,1.0,avp,31413.0,0
41.0,self enquiry,3,10.0,small business,female,2,3.0,standard,3.0,married,1.0,1,1,0,1.0,senior manager,25447.0,0
33.0,self enquiry,1,11.0,salaried,female,4,5.0,deluxe,3.0,married,3.0,0,4,1,2.0,manager,24840.0,0
37.0,self enquiry,3,24.0,small business,male,3,5.0,deluxe,4.0,married,4.0,0,4,1,1.0,manager,24185.0,0
37.0,company invited,1,25.0,salaried,male,4,4.0,deluxe,3.0,single,4.0,0,3,1,1.0,manager,26457.0,0
33.0,self enquiry,1,10.0,salaried,female,3,4.0,standard,3.0,single,5.0,0,1,1,1.0,senior manager,29837.0,0
37.0,self enquiry,1,9.0,salaried,male,2,3.0,standard,3.0,divorced,2.0,0,2,1,0.0,senior manager,24434.0,0
51.0,self enquiry,1,14.0,salaried,male,2,4.0,standard,4.0,divorced,6.0,0,3,1,1.0,senior manager,27490.0,0
31.0,self enquiry,1,9.0,salaried,male,5,5.0,deluxe,3.0,married,3.0,0,4,1,2.0,manager,22830.0,0
43.0,self enquiry,3,19.0,small business,male,4,4.0,deluxe,3.0,married,5.0,1,1,0,1.0,manager,23765.0,0
55.0,company invited,1,8.0,small business,male,2,4.0,super deluxe,5.0,single,1.0,0,3,1,1.0,avp,31756.0,0
39.0,self enquiry,1,11.0,small business,female,3,4.0,basic,3.0,married,2.0,0,5,0,1.0,executive,21984.0,0
40.0,self enquiry,3,13.0,small business,male,3,2.0,standard,3.0,married,4.0,0,4,1,2.0,senior manager,26915.0,0
32.0,self enquiry,3,27.0,salaried,female,4,6.0,deluxe,3.0,married,5.0,1,3,0,3.0,manager,23237.0,1
39.0,self enquiry,3,7.0,salaried,female,3,5.0,deluxe,3.0,single,6.0,0,1,0,2.0,manager,27364.0,0
23.0,self enquiry,1,22.0,small business,female,3,4.0,basic,3.0,single,3.0,0,1,1,2.0,executive,21549.0,0
41.0,self enquiry,1,22.0,salaried,female,4,5.0,standard,3.0,married,3.0,0,1,1,2.0,senior manager,29113.0,0
35.0,self enquiry,3,21.0,small business,male,2,5.0,deluxe,3.0,married,7.0,1,1,1,1.0,manager,20440.0,1
43.0,company invited,2,9.0,small business,male,4,2.0,deluxe,5.0,divorced,2.0,0,2,0,3.0,manager,24950.0,0
42.0,self enquiry,1,35.0,salaried,female,3,5.0,super deluxe,4.0,married,2.0,0,5,1,2.0,avp,32248.0,0
38.0,self enquiry,3,16.0,small business,male,3,5.0,deluxe,4.0,married,3.0,0,4,0,2.0,manager,22867.0,0
60.0,self enquiry,1,10.0,small business,female,3,2.0,basic,5.0,married,6.0,1,1,0,2.0,executive,21348.0,0
31.0,self enquiry,1,14.0,salaried,female,2,4.0,basic,4.0,single,2.0,0,4,0,1.0,executive,16261.0,1
61.0,self enquiry,3,23.0,small business,male,3,4.0,deluxe,5.0,single,2.0,0,4,1,2.0,manager,24083.0,0
32.0,company invited,1,30.0,salaried,male,3,3.0,deluxe,3.0,divorced,2.0,0,4,1,0.0,manager,20309.0,0
44.0,self enquiry,1,10.0,small business,male,2,3.0,deluxe,4.0,single,1.0,0,1,1,1.0,manager,20933.0,0
38.0,self enquiry,3,7.0,salaried,male,3,5.0,standard,3.0,divorced,7.0,0,2,1,2.0,senior manager,29287.0,1
32.0,company invited,1,12.0,small business,male,4,4.0,deluxe,5.0,single,2.0,0,1,0,3.0,manager,28614.0,0
33.0,company invited,1,7.0,salaried,male,4,4.0,basic,3.0,married,2.0,0,5,0,1.0,executive,20992.0,0
36.0,self enquiry,1,29.0,salaried,male,3,6.0,basic,3.0,single,2.0,0,4,1,1.0,executive,22908.0,0
34.0,self enquiry,1,32.0,small business,male,3,5.0,basic,4.0,single,6.0,1,4,1,1.0,executive,20991.0,1
52.0,self enquiry,1,10.0,small business,female,4,4.0,super deluxe,4.0,single,5.0,0,5,1,2.0,avp,32412.0,0
33.0,company invited,3,23.0,salaried,male,2,3.0,super deluxe,3.0,single,2.0,0,3,1,0.0,avp,32444.0,0
52.0,self enquiry,1,6.0,salaried,male,3,3.0,super deluxe,3.0,married,3.0,0,1,1,2.0,avp,32099.0,0
34.0,self enquiry,1,16.0,small business,male,2,3.0,deluxe,5.0,single,2.0,0,4,0,0.0,manager,21125.0,1
60.0,self enquiry,1,13.0,salaried,female,2,3.0,king,5.0,married,6.0,0,5,1,0.0,vp,34566.0,0
47.0,self enquiry,3,8.0,salaried,female,3,4.0,basic,3.0,single,2.0,1,2,1,0.0,executive,18294.0,0
35.0,self enquiry,1,36.0,small business,male,3,4.0,deluxe,3.0,divorced,6.0,0,3,0,1.0,manager,24107.0,0
46.0,self enquiry,3,11.0,salaried,female,2,4.0,deluxe,5.0,married,6.0,1,4,0,1.0,manager,23684.0,0
60.0,self enquiry,3,10.0,salaried,female,3,5.0,deluxe,3.0,single,7.0,0,3,0,1.0,manager,23849.0,0
29.0,self enquiry,3,16.0,small business,male,2,4.0,deluxe,3.0,single,1.0,0,4,1,0.0,manager,20869.0,0
43.0,self enquiry,1,12.0,salaried,male,2,4.0,super deluxe,3.0,married,5.0,1,3,1,0.0,avp,31627.0,0
27.0,self enquiry,3,8.0,small business,male,2,3.0,basic,5.0,married,1.0,0,5,0,1.0,executive,18041.0,1
29.0,self enquiry,1,29.0,salaried,male,2,1.0,basic,3.0,divorced,2.0,0,2,1,1.0,executive,17700.0,0
57.0,self enquiry,1,30.0,salaried,male,4,4.0,super deluxe,4.0,divorced,6.0,1,4,1,3.0,avp,32080.0,0
33.0,self enquiry,1,15.0,small business,female,4,2.0,deluxe,3.0,divorced,7.0,0,3,1,3.0,manager,23853.0,0
35.0,company invited,1,26.0,small business,female,3,4.0,deluxe,4.0,married,6.0,0,3,1,1.0,manager,23122.0,0
30.0,self enquiry,1,6.0,salaried,male,2,4.0,deluxe,3.0,married,2.0,1,1,1,1.0,manager,20126.0,0
22.0,self enquiry,1,10.0,small business,male,4,5.0,basic,3.0,single,3.0,0,5,1,2.0,executive,21908.0,0
56.0,self enquiry,1,13.0,salaried,male,2,5.0,standard,3.0,single,5.0,0,1,0,0.0,senior manager,22260.0,0
47.0,company invited,1,22.0,small business,male,3,1.0,deluxe,3.0,married,2.0,1,2,0,0.0,manager,20067.0,0
45.0,self enquiry,2,30.0,small business,male,2,3.0,basic,4.0,single,2.0,0,4,0,0.0,executive,17177.0,0
39.0,self enquiry,1,36.0,small business,male,4,4.0,deluxe,5.0,married,2.0,1,3,1,3.0,manager,25351.0,1
34.0,self enquiry,1,21.0,small business,female,4,4.0,basic,4.0,married,3.0,0,5,1,2.0,executive,21434.0,0
36.0,self enquiry,1,29.0,salaried,male,3,6.0,basic,3.0,single,2.0,0,4,1,2.0,executive,22908.0,0
53.0,self enquiry,3,13.0,small business,female,3,4.0,standard,3.0,divorced,1.0,1,2,0,0.0,senior manager,25934.0,0
38.0,self enquiry,1,15.0,salaried,female,3,3.0,basic,3.0,single,2.0,0,1,1,2.0,executive,17288.0,0
32.0,company invited,3,27.0,salaried,male,4,2.0,basic,3.0,divorced,2.0,0,5,1,2.0,executive,21469.0,0
42.0,self enquiry,1,12.0,salaried,male,3,2.0,deluxe,4.0,single,5.0,0,5,1,1.0,manager,25548.0,0
38.0,self enquiry,1,26.0,salaried,male,4,4.0,basic,4.0,divorced,6.0,0,4,1,2.0,executive,21700.0,0
24.0,company invited,1,15.0,salaried,male,2,4.0,basic,4.0,married,2.0,0,5,1,0.0,executive,17694.0,0
29.0,self enquiry,1,24.0,small business,male,2,4.0,basic,3.0,single,2.0,1,3,0,1.0,executive,17389.0,1
48.0,self enquiry,3,21.0,small business,male,3,4.0,deluxe,5.0,single,4.0,0,2,0,2.0,manager,23638.0,0
27.0,company invited,1,14.0,small business,male,4,4.0,basic,3.0,single,3.0,0,4,1,3.0,executive,21248.0,0
34.0,self enquiry,1,14.0,small business,male,3,4.0,standard,3.0,married,2.0,0,4,1,1.0,senior manager,30369.0,0
18.0,company invited,1,11.0,salaried,male,3,3.0,basic,3.0,single,2.0,0,1,0,1.0,executive,16051.0,0
29.0,self enquiry,3,16.0,small business,male,2,3.0,basic,4.0,married,2.0,0,1,1,0.0,executive,17297.0,0
25.0,self enquiry,2,29.0,salaried,male,3,6.0,basic,3.0,married,3.0,0,1,0,2.0,executive,20233.0,1
41.0,company invited,3,12.0,salaried,male,3,5.0,standard,5.0,divorced,7.0,1,5,0,2.0,senior manager,29153.0,0
25.0,self enquiry,1,24.0,small business,female,3,5.0,deluxe,3.0,married,3.0,0,3,1,2.0,manager,23055.0,0
35.0,self enquiry,1,28.0,salaried,female,3,1.0,standard,4.0,married,1.0,0,5,1,2.0,senior manager,26996.0,0
33.0,company invited,1,9.0,salaried,male,3,3.0,basic,5.0,single,2.0,1,5,1,2.0,executive,18348.0,1
24.0,self enquiry,1,29.0,small business,male,2,2.0,basic,3.0,divorced,2.0,1,4,0,1.0,executive,17725.0,0
30.0,company invited,1,9.0,salaried,male,2,3.0,basic,3.0,divorced,5.0,0,3,0,1.0,executive,17097.0,0
31.0,company invited,1,9.0,small business,female,3,4.0,basic,3.0,single,2.0,0,4,1,1.0,executive,21242.0,0
27.0,self enquiry,1,7.0,small business,male,3,5.0,basic,5.0,divorced,3.0,0,3,0,2.0,executive,22633.0,0
57.0,self enquiry,1,6.0,small business,male,2,3.0,deluxe,3.0,married,3.0,0,3,0,1.0,manager,21755.0,0
55.0,self enquiry,3,24.0,salaried,female,2,3.0,super deluxe,4.0,single,4.0,0,1,1,0.0,avp,31835.0,0
41.0,company invited,1,8.0,salaried,female,3,4.0,deluxe,3.0,single,3.0,1,1,0,0.0,manager,21811.0,0
48.0,company invited,1,23.0,small business,male,4,2.0,deluxe,3.0,married,3.0,1,2,0,1.0,manager,23745.0,0
30.0,company invited,3,9.0,salaried,male,3,4.0,deluxe,3.0,single,3.0,0,1,0,2.0,manager,23232.0,0
41.0,self enquiry,1,18.0,large business,female,2,3.0,king,3.0,divorced,2.0,0,4,1,0.0,vp,34545.0,1
42.0,self enquiry,1,9.0,salaried,female,3,6.0,basic,3.0,married,6.0,1,3,0,1.0,executive,21456.0,1
39.0,self enquiry,1,9.0,small business,male,3,4.0,deluxe,3.0,married,1.0,0,4,0,2.0,manager,18069.0,0
35.0,self enquiry,1,9.0,small business,male,4,2.0,basic,3.0,married,2.0,1,1,0,2.0,executive,21610.0,0
31.0,self enquiry,1,9.0,salaried,female,3,6.0,deluxe,3.0,single,4.0,0,1,1,1.0,manager,24769.0,0
28.0,company invited,1,8.0,small business,male,2,4.0,basic,5.0,single,1.0,0,4,0,0.0,executive,17561.0,1
45.0,self enquiry,1,34.0,large business,female,2,4.0,super deluxe,4.0,single,2.0,0,3,1,0.0,avp,31704.0,0
32.0,self enquiry,3,20.0,small business,male,4,5.0,deluxe,5.0,married,7.0,1,1,1,1.0,manager,20980.0,1
26.0,self enquiry,3,11.0,small business,male,3,5.0,deluxe,5.0,married,3.0,0,3,1,2.0,manager,22934.0,0
35.0,self enquiry,1,22.0,small business,male,2,1.0,basic,4.0,married,1.0,0,4,1,1.0,executive,17426.0,0
43.0,self enquiry,1,20.0,salaried,male,3,3.0,super deluxe,5.0,divorced,7.0,0,5,1,0.0,avp,32159.0,0
33.0,company invited,1,6.0,small business,male,2,4.0,basic,3.0,married,2.0,0,3,0,0.0,executive,17008.0,0
40.0,self enquiry,1,17.0,small business,male,4,4.0,standard,3.0,single,2.0,0,3,1,1.0,senior manager,32142.0,0
37.0,company invited,1,16.0,small business,male,3,3.0,standard,3.0,married,7.0,0,3,1,2.0,senior manager,25048.0,1
52.0,self enquiry,1,16.0,salaried,male,4,4.0,basic,3.0,married,5.0,0,3,1,1.0,executive,20753.0,0
38.0,company invited,1,29.0,salaried,male,2,4.0,standard,3.0,single,1.0,0,3,0,0.0,senior manager,24526.0,0
49.0,company invited,3,14.0,small business,female,4,4.0,basic,3.0,married,4.0,1,4,1,2.0,executive,21333.0,1
38.0,company invited,1,16.0,small business,male,3,3.0,basic,3.0,married,1.0,0,5,0,0.0,executive,17684.0,0
36.0,self enquiry,1,12.0,salaried,male,2,3.0,basic,3.0,married,1.0,0,5,1,1.0,executive,18210.0,0
45.0,self enquiry,1,12.0,salaried,male,2,3.0,standard,5.0,married,5.0,1,3,1,1.0,senior manager,28245.0,0
48.0,self enquiry,1,9.0,small business,female,4,4.0,deluxe,3.0,married,7.0,0,1,0,1.0,manager,23748.0,0
29.0,self enquiry,3,9.0,small business,female,3,3.0,deluxe,3.0,married,2.0,0,1,0,0.0,manager,20561.0,0
40.0,self enquiry,3,22.0,small business,male,4,4.0,super deluxe,5.0,single,2.0,0,1,1,3.0,avp,32019.0,0
28.0,self enquiry,1,30.0,small business,male,2,3.0,basic,4.0,married,2.0,1,1,0,0.0,executive,17408.0,1
43.0,company invited,1,35.0,large business,female,3,5.0,deluxe,3.0,married,2.0,0,3,0,2.0,manager,23201.0,0
49.0,self enquiry,1,14.0,salaried,female,2,3.0,standard,4.0,divorced,5.0,0,4,0,0.0,senior manager,22403.0,0
39.0,company invited,1,30.0,salaried,male,3,5.0,standard,3.0,single,2.0,0,3,0,1.0,senior manager,28204.0,0
36.0,self enquiry,1,17.0,salaried,male,3,4.0,basic,3.0,married,3.0,0,5,0,1.0,executive,22595.0,0
22.0,self enquiry,3,29.0,large business,male,3,4.0,basic,3.0,single,3.0,0,2,1,2.0,executive,22125.0,0
42.0,self enquiry,1,8.0,salaried,male,2,3.0,king,3.0,married,6.0,0,3,1,1.0,vp,33880.0,0
34.0,self enquiry,1,16.0,small business,male,3,4.0,basic,3.0,married,2.0,0,1,0,2.0,executive,21459.0,0
49.0,self enquiry,3,36.0,small business,female,4,4.0,standard,3.0,married,5.0,0,4,0,2.0,senior manager,31182.0,0
37.0,company invited,2,9.0,salaried,male,4,5.0,deluxe,3.0,single,3.0,0,3,1,1.0,manager,22564.0,0
25.0,self enquiry,1,9.0,salaried,male,2,3.0,basic,5.0,married,5.0,0,5,1,0.0,executive,16118.0,1
55.0,self enquiry,3,32.0,small business,male,2,4.0,king,3.0,married,2.0,0,3,1,1.0,vp,34586.0,0
49.0,self enquiry,1,31.0,salaried,female,2,3.0,basic,5.0,married,2.0,0,3,0,0.0,executive,18211.0,0
39.0,self enquiry,1,36.0,large business,male,3,4.0,deluxe,3.0,married,5.0,0,1,0,1.0,manager,24939.0,0
41.0,self enquiry,3,6.0,small business,male,2,2.0,standard,5.0,divorced,2.0,0,3,1,1.0,senior manager,23392.0,0
35.0,company invited,1,23.0,salaried,female,4,5.0,basic,3.0,single,3.0,0,5,1,2.0,executive,21231.0,0
39.0,self enquiry,3,17.0,small business,male,4,5.0,standard,3.0,married,2.0,1,3,1,1.0,senior manager,27418.0,0
36.0,self enquiry,3,7.0,small business,male,4,4.0,standard,4.0,divorced,3.0,0,4,1,3.0,senior manager,25973.0,0
35.0,self enquiry,1,7.0,salaried,male,3,5.0,basic,3.0,divorced,3.0,1,2,0,1.0,executive,22300.0,0
36.0,self enquiry,3,24.0,salaried,male,4,4.0,deluxe,5.0,married,5.0,1,3,0,3.0,manager,27644.0,0
55.0,self enquiry,1,16.0,salaried,female,4,4.0,deluxe,3.0,married,5.0,0,5,0,2.0,manager,21575.0,0
31.0,company invited,3,8.0,salaried,female,2,4.0,basic,3.0,single,1.0,0,5,0,1.0,executive,17785.0,1
43.0,company invited,1,36.0,salaried,female,4,4.0,deluxe,3.0,married,4.0,0,3,1,2.0,manager,23234.0,0
30.0,self enquiry,3,15.0,small business,male,2,3.0,basic,3.0,single,2.0,0,5,0,0.0,executive,16081.0,1
22.0,company invited,1,22.0,small business,male,3,1.0,basic,3.0,married,2.0,1,3,0,2.0,executive,17935.0,0
35.0,self enquiry,1,15.0,small business,female,4,4.0,deluxe,3.0,single,5.0,0,4,1,2.0,manager,24820.0,0
35.0,self enquiry,3,7.0,small business,male,4,2.0,deluxe,3.0,married,2.0,0,5,1,3.0,manager,28403.0,0
35.0,self enquiry,1,17.0,salaried,male,3,4.0,basic,4.0,married,3.0,0,2,1,1.0,executive,20686.0,0
41.0,self enquiry,3,6.0,salaried,female,3,3.0,deluxe,3.0,single,1.0,1,4,0,2.0,manager,20993.0,1
38.0,self enquiry,1,15.0,salaried,female,3,3.0,basic,3.0,single,2.0,0,2,1,1.0,executive,17288.0,0
46.0,self enquiry,3,16.0,small business,male,4,4.0,standard,5.0,married,6.0,1,2,1,1.0,senior manager,29439.0,0
53.0,self enquiry,1,13.0,salaried,male,2,1.0,super deluxe,3.0,married,4.0,0,1,0,1.0,avp,29814.0,0
23.0,company invited,1,11.0,large business,male,3,5.0,basic,3.0,single,7.0,0,5,1,1.0,executive,22572.0,1
42.0,company invited,3,32.0,small business,female,3,3.0,super deluxe,4.0,divorced,6.0,0,3,1,2.0,avp,28525.0,0
43.0,company invited,1,33.0,small business,female,3,4.0,standard,5.0,married,5.0,1,3,0,1.0,senior manager,31869.0,0
50.0,self enquiry,1,10.0,salaried,male,3,3.0,king,4.0,married,4.0,0,5,0,1.0,vp,34144.0,0
35.0,self enquiry,3,14.0,large business,male,3,4.0,basic,3.0,married,2.0,1,1,0,2.0,executive,20986.0,0
46.0,self enquiry,1,13.0,salaried,male,3,4.0,standard,5.0,married,6.0,1,3,1,2.0,senior manager,31923.0,0
30.0,self enquiry,3,13.0,small business,male,2,3.0,basic,4.0,single,1.0,0,2,1,0.0,executive,17983.0,0
26.0,self enquiry,1,31.0,salaried,male,2,5.0,basic,3.0,single,2.0,0,2,1,1.0,executive,17293.0,1
30.0,self enquiry,1,26.0,large business,male,3,4.0,deluxe,3.0,married,6.0,0,5,0,1.0,manager,22940.0,0
40.0,self enquiry,3,12.0,large business,male,3,4.0,deluxe,3.0,married,5.0,0,1,0,1.0,manager,20764.0,1
37.0,company invited,1,10.0,large business,male,3,4.0,basic,4.0,divorced,3.0,0,3,1,2.0,executive,22370.0,0
24.0,self enquiry,1,11.0,small business,female,3,4.0,basic,4.0,single,3.0,0,3,1,2.0,executive,21973.0,0
35.0,company invited,1,31.0,salaried,female,3,3.0,basic,4.0,married,2.0,1,3,1,1.0,executive,17022.0,1
52.0,self enquiry,3,21.0,salaried,female,3,4.0,deluxe,3.0,divorced,6.0,0,3,0,2.0,manager,23614.0,0
36.0,company invited,1,18.0,small business,male,4,5.0,standard,5.0,married,4.0,1,5,1,3.0,senior manager,28562.0,0
31.0,self enquiry,1,14.0,salaried,female,3,3.0,super deluxe,4.0,single,4.0,0,1,1,0.0,avp,31422.0,0
32.0,self enquiry,1,9.0,salaried,male,3,4.0,basic,3.0,married,2.0,1,4,1,2.0,executive,21373.0,0
47.0,self enquiry,1,7.0,small business,male,4,4.0,standard,5.0,married,2.0,0,2,0,1.0,senior manager,28074.0,0
39.0,self enquiry,1,25.0,small business,male,3,6.0,deluxe,3.0,married,5.0,1,5,0,2.0,manager,24489.0,0
25.0,company invited,1,11.0,salaried,male,3,5.0,basic,3.0,married,2.0,0,3,0,2.0,executive,21840.0,0
31.0,company invited,3,11.0,small business,female,2,3.0,basic,4.0,married,2.0,0,3,0,0.0,executive,17789.0,0
29.0,self enquiry,3,8.0,small business,male,3,4.0,deluxe,4.0,divorced,3.0,0,4,0,1.0,manager,21644.0,0
49.0,self enquiry,1,24.0,salaried,male,2,4.0,king,3.0,married,2.0,1,3,0,1.0,vp,34502.0,0
37.0,company invited,3,10.0,small business,male,2,3.0,basic,3.0,married,5.0,0,4,1,0.0,executive,17793.0,0
